Model;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Stance Statistics;Fact Pvalue;Stance Pvalue;Fact MAE;Stance MAE
LlaMa 3.2 3B;Malta;Maltese;50.0;50.0;88.83;292.5;292.5;0.0;0.0;0.68;0.68
LlaMa 3.2 3B;Malta;English;49.12;79.89;88.83;191.0;353.5;0.0;0.04;0.7;0.37
LlaMa 3.2 3B;Moldova;Romanian;10.18;55.25;38.41;131.0;830.5;0.0;0.02;0.53;0.68
LlaMa 3.2 3B;Monaco;French;0.6;50.96;13.7;0.0;330.5;0.0;0.0;0.18;0.69
LlaMa 3.2 3B;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;1342.0;0.96;0.96;0.66;0.66
LlaMa 3.2 3B;North Macedonia;Macedonian;16.28;51.49;29.26;944.5;775.5;0.4;0.0;0.52;0.68
LlaMa 3.2 3B;North Macedonia;Albanian;47.92;53.4;29.26;637.0;730.5;0.01;0.0;0.61;0.7
LlaMa 3.2 3B;Norway;Bokmål;1.65;53.21;68.6;14.0;907.5;0.0;0.01;0.95;0.69
LlaMa 3.2 3B;Poland;Polish;5.0;53.88;20.5;36.0;452.5;0.01;0.0;0.31;0.73
LlaMa 3.2 3B;Portugal;Portuguese;6.17;54.51;66.99;11.0;940.5;0.0;0.05;0.86;0.65
LlaMa 3.2 3B;Romania;Romanian;10.18;55.25;18.63;233.5;395.0;0.27;0.0;0.36;0.72
LlaMa 3.2 3B;Russia;Russian;32.72;65.2;2.0;0.0;2.0;0.0;0.0;0.42;0.87
LlaMa 3.2 3B;San Marino;Italian;3.53;52.4;14.97;37.5;316.0;0.04;0.0;0.21;0.68
LlaMa 3.2 3B;Serbia;Serbian;32.69;56.66;35.26;1046.5;799.5;0.87;0.0;0.62;0.68
LlaMa 3.2 3B;Slovakia;Slovak;17.71;50.96;27.17;702.5;730.0;0.44;0.0;0.51;0.69
LlaMa 3.2 3B;Slovenia;Slovene;20.65;55.33;50.29;294.0;1182.0;0.0;0.35;0.68;0.71
LlaMa 3.2 3B;Spain;Spanish;11.62;54.39;77.97;14.0;623.5;0.0;0.0;0.93;0.65
LlaMa 3.2 3B;Sweden;Swedish;19.47;49.51;66.07;242.5;933.0;0.0;0.03;0.85;0.71
LlaMa 3.2 3B;Switzerland;Italian;3.53;52.4;50.12;27.0;1182.5;0.0;0.46;0.67;0.68
LlaMa 3.2 3B;Switzerland;German;50.0;50.0;50.12;1317.0;1317.0;0.85;0.85;0.68;0.68
LlaMa 3.2 3B;Switzerland;French;0.6;50.96;50.12;0.0;1250.5;0.0;0.58;0.68;0.69
LlaMa 3.2 3B;Turkey;Turkish;0.0;50.0;4.75;0.0;118.0;0.07;0.0;0.07;0.68
LlaMa 3.2 3B;Ukraine;Ukrainian;1.86;50.03;18.76;55.0;537.0;0.0;0.0;0.27;0.7
LlaMa 3.2 3B;United Kingdom;English;49.12;79.89;45.65;647.0;294.5;0.41;0.0;0.54;0.68
LlaMa 3.1 8B;Albania;Albanian;59.36;59.09;35.45;582.0;676.5;0.0;0.0;0.72;0.7
LlaMa 3.1 8B;Andorra;Catalan;37.15;63.77;43.0;639.0;764.0;0.5;0.0;0.58;0.67
LlaMa 3.1 8B;Armenia;Armenian;97.75;50.66;9.16;0.0;253.5;0.0;0.0;1.21;0.69
LlaMa 3.1 8B;Austria;German;50.0;50.0;53.98;1286.0;1286.0;0.72;0.72;0.68;0.68
LlaMa 3.1 8B;Azerbaijan;Azerbaijani;50.0;50.0;2.25;52.5;52.5;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belarus;Belarusian;45.45;56.11;10.16;245.0;217.0;0.0;0.0;0.59;0.74
LlaMa 3.1 8B;Belarus;Russian;30.7;63.69;10.16;216.0;154.5;0.0;0.0;0.43;0.83
LlaMa 3.1 8B;Belgium;Dutch;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belgium;German;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belgium;French;16.82;60.95;85.31;46.0;575.0;0.0;0.0;1.0;0.59
LlaMa 3.1 8B;Bosnia & Herzegovina;Bosnian;14.04;60.13;39.63;209.0;771.5;0.0;0.01;0.58;0.67
LlaMa 3.1 8B;Bosnia & Herzegovina;Serbian;38.11;59.69;39.63;1224.5;896.5;0.76;0.01;0.59;0.65
LlaMa 3.1 8B;Bosnia & Herzegovina;Croatian;45.73;65.58;39.63;963.5;630.5;0.76;0.0;0.64;0.63
LlaMa 3.1 8B;Bulgaria;Bulgarian;39.51;56.11;21.26;464.5;458.5;0.0;0.0;0.58;0.73
LlaMa 3.1 8B;Croatia;Croatian;45.73;65.58;49.14;939.5;798.5;0.8;0.01;0.62;0.67
LlaMa 3.1 8B;Cyprus;Modern Greek;82.25;64.54;33.69;264.0;643.0;0.0;0.0;0.9;0.84
LlaMa 3.1 8B;Cyprus;Greek;82.25;64.54;33.69;264.0;643.0;0.0;0.0;0.9;0.84
LlaMa 3.1 8B;Cyprus;Turkish;13.08;56.84;33.69;218.0;716.0;0.01;0.0;0.56;0.73
LlaMa 3.1 8B;Czechia;Czech;19.83;64.08;33.17;353.5;515.5;0.03;0.0;0.47;0.71
LlaMa 3.1 8B;Denmark;Danish;70.2;66.35;80.1;385.5;684.0;0.04;0.0;0.4;0.52
LlaMa 3.1 8B;Estonia;Estonian;36.14;63.52;45.91;849.5;856.5;0.2;0.02;0.63;0.72
LlaMa 3.1 8B;Finland;Swedish;60.23;69.89;69.85;466.0;832.0;0.06;0.54;0.48;0.61
LlaMa 3.1 8B;Finland;Finnish;37.66;52.05;69.85;387.5;826.5;0.0;0.01;0.69;0.68
LlaMa 3.1 8B;France;French;16.82;60.95;61.38;77.5;1225.5;0.0;0.92;0.71;0.7
LlaMa 3.1 8B;Georgia;Georgian;27.94;53.73;11.88;369.0;274.5;0.0;0.0;0.48;0.72
LlaMa 3.1 8B;Germany;German;50.0;50.0;69.1;822.0;822.0;0.0;0.0;0.63;0.63
LlaMa 3.1 8B;Greece;Modern Greek;82.25;64.54;69.18;493.5;909.5;0.24;0.5;0.59;0.59
LlaMa 3.1 8B;Greece;Greek;82.25;64.54;69.18;493.5;909.5;0.24;0.5;0.59;0.59
LlaMa 3.1 8B;Hungary;Hungarian;48.84;50.94;22.7;636.5;622.0;0.0;0.0;0.66;0.69
LlaMa 3.1 8B;Iceland;Icelandic;50.0;50.0;84.06;436.0;436.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Ireland;Irish;50.0;50.0;62.84;984.5;984.5;0.04;0.04;0.68;0.68
LlaMa 3.1 8B;Ireland;English;64.05;79.71;62.84;448.0;476.5;0.76;0.01;0.55;0.55
LlaMa 3.1 8B;Italy;Italian;56.98;75.11;24.41;493.5;252.5;0.0;0.0;0.81;0.89
LlaMa 3.1 8B;Netherlands;Dutch;50.0;50.0;63.82;985.5;985.5;0.04;0.04;0.68;0.68
LlaMa 3.1 8B;Kosovo;Serbian;38.11;59.69;34.82;1142.0;742.5;0.44;0.0;0.67;0.72
LlaMa 3.1 8B;Kosovo;Albanian;59.36;59.09;34.82;532.0;665.5;0.0;0.0;0.7;0.72
LlaMa 3.1 8B;Latvia;Latvian;50.0;50.0;25.74;685.5;685.5;0.0;0.0;0.66;0.66
LlaMa 3.1 8B;Liechtenstein;German;50.0;50.0;28.96;762.5;762.5;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Lithuania;Lithuanian;50.36;62.55;24.09;477.5;387.5;0.0;0.0;0.65;0.74
LlaMa 3.1 8B;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 8B;Luxembourg;German;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 8B;Luxembourg;French;16.82;60.95;68.41;41.0;1006.5;0.0;0.23;0.76;0.66
LlaMa 3.1 8B;Malta;Maltese;18.03;50.01;88.83;61.5;278.0;0.0;0.0;1.05;0.67
LlaMa 3.1 8B;Malta;English;64.05;79.71;88.83;191.5;347.5;0.0;0.03;0.54;0.35
LlaMa 3.1 8B;Moldova;Romanian;60.3;67.48;38.41;617.0;512.0;0.02;0.0;0.76;0.72
LlaMa 3.1 8B;Monaco;French;16.82;60.95;13.7;208.5;237.0;0.3;0.0;0.33;0.8
LlaMa 3.1 8B;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;1342.0;0.96;0.96;0.66;0.66
LlaMa 3.1 8B;North Macedonia;Macedonian;29.33;63.98;29.26;919.5;489.5;0.69;0.0;0.6;0.72
LlaMa 3.1 8B;North Macedonia;Albanian;59.36;59.09;29.26;400.0;526.0;0.0;0.0;0.67;0.73
LlaMa 3.1 8B;Norway;Bokmål;40.0;62.02;68.6;522.0;999.5;0.0;0.29;0.75;0.66
LlaMa 3.1 8B;Poland;Polish;45.81;72.81;20.5;394.0;213.0;0.0;0.0;0.62;0.87
LlaMa 3.1 8B;Portugal;Portuguese;43.46;82.46;66.99;286.0;563.5;0.0;0.06;0.59;0.53
LlaMa 3.1 8B;Romania;Romanian;60.3;67.48;18.63;343.5;243.0;0.0;0.0;0.8;0.83
LlaMa 3.1 8B;Russia;Russian;30.7;63.69;2.0;0.0;43.5;0.0;0.0;0.39;0.87
LlaMa 3.1 8B;San Marino;Italian;56.98;75.11;14.97;209.5;85.5;0.0;0.0;0.73;0.89
LlaMa 3.1 8B;Serbia;Serbian;38.11;59.69;35.26;1135.0;769.5;0.53;0.0;0.63;0.72
LlaMa 3.1 8B;Slovakia;Slovak;5.87;49.84;27.17;91.0;723.0;0.0;0.0;0.42;0.69
LlaMa 3.1 8B;Slovenia;Slovene;27.93;54.89;50.29;460.0;1209.5;0.0;0.44;0.62;0.63
LlaMa 3.1 8B;Spain;Spanish;45.33;67.29;77.97;262.0;706.5;0.0;0.03;0.65;0.55
LlaMa 3.1 8B;Sweden;Swedish;60.23;69.89;66.07;655.0;1070.0;0.34;0.99;0.54;0.62
LlaMa 3.1 8B;Switzerland;Italian;56.98;75.11;50.12;548.5;505.5;0.28;0.0;0.59;0.7
LlaMa 3.1 8B;Switzerland;German;50.0;50.0;50.12;1317.0;1317.0;0.85;0.85;0.68;0.68
LlaMa 3.1 8B;Switzerland;French;16.82;60.95;50.12;126.0;975.5;0.0;0.08;0.58;0.76
LlaMa 3.1 8B;Turkey;Turkish;13.08;56.84;4.75;57.5;86.5;0.01;0.0;0.2;0.77
LlaMa 3.1 8B;Ukraine;Ukrainian;66.87;63.79;18.76;148.0;276.0;0.0;0.0;0.79;0.81
LlaMa 3.1 8B;United Kingdom;English;64.05;79.71;45.65;390.0;250.0;0.01;0.0;0.61;0.66
LlaMa 3.1 70B;Albania;Albanian;68.2;72.22;35.45;471.0;366.0;0.0;0.0;0.76;0.75
LlaMa 3.1 70B;Andorra;Catalan;79.87;77.84;43.0;239.0;391.0;0.0;0.0;0.73;0.83
LlaMa 3.1 70B;Armenia;Armenian;59.88;77.51;9.16;67.0;92.0;0.0;0.0;0.75;1.02
LlaMa 3.1 70B;Austria;German;50.0;50.0;53.98;1286.0;1286.0;0.72;0.72;0.68;0.68
LlaMa 3.1 70B;Azerbaijan;Azerbaijani;50.0;50.0;2.25;52.5;52.5;0.0;0.0;0.68;0.68
LlaMa 3.1 70B;Belarus;Belarusian;84.72;76.15;10.16;42.5;87.0;0.0;0.0;1.06;0.97
LlaMa 3.1 70B;Belarus;Russian;70.45;84.67;10.16;153.0;36.0;0.0;0.0;0.97;1.06
LlaMa 3.1 70B;Belgium;Dutch;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 70B;Belgium;German;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 70B;Belgium;French;27.8;80.94;85.31;79.5;435.5;0.0;0.49;0.87;0.42
LlaMa 3.1 70B;Bosnia & Herzegovina;Bosnian;40.67;83.36;39.63;802.0;267.5;0.85;0.0;0.55;0.79
LlaMa 3.1 70B;Bosnia & Herzegovina;Serbian;40.08;83.47;39.63;689.0;184.0;0.81;0.0;0.6;0.74
LlaMa 3.1 70B;Bosnia & Herzegovina;Croatian;43.3;77.69;39.63;877.0;315.5;0.95;0.0;0.59;0.75
LlaMa 3.1 70B;Bulgaria;Bulgarian;45.23;72.45;21.26;382.5;143.5;0.0;0.0;0.65;0.8
LlaMa 3.1 70B;Croatia;Croatian;43.3;77.69;49.14;900.0;438.0;0.59;0.0;0.66;0.72
LlaMa 3.1 70B;Cyprus;Modern Greek;71.63;82.53;33.69;343.5;317.0;0.0;0.0;0.84;0.94
LlaMa 3.1 70B;Cyprus;Greek;71.63;82.53;33.69;343.5;317.0;0.0;0.0;0.84;0.94
LlaMa 3.1 70B;Cyprus;Turkish;33.49;87.07;33.69;604.0;191.5;0.93;0.0;0.62;0.92
LlaMa 3.1 70B;Czechia;Czech;56.75;79.52;33.17;341.5;245.5;0.0;0.0;0.62;0.87
LlaMa 3.1 70B;Denmark;Danish;74.08;85.54;80.1;399.0;257.0;0.18;0.34;0.44;0.35
LlaMa 3.1 70B;Estonia;Estonian;56.14;86.29;45.91;577.0;157.5;0.15;0.0;0.59;0.69
LlaMa 3.1 70B;Finland;Swedish;77.73;78.59;69.85;311.0;411.5;0.39;0.33;0.52;0.56
LlaMa 3.1 70B;Finland;Finnish;75.51;79.82;69.85;473.0;469.0;0.46;0.22;0.53;0.51
LlaMa 3.1 70B;France;French;27.8;80.94;61.38;210.0;448.5;0.0;0.02;0.66;0.68
LlaMa 3.1 70B;Georgia;Georgian;39.63;70.31;11.88;218.5;103.5;0.0;0.0;0.56;0.88
LlaMa 3.1 70B;Germany;German;50.0;50.0;69.1;822.0;822.0;0.0;0.0;0.63;0.63
LlaMa 3.1 70B;Greece;Modern Greek;71.63;82.53;69.18;448.5;398.5;0.77;0.12;0.5;0.51
LlaMa 3.1 70B;Greece;Greek;71.63;82.53;69.18;448.5;398.5;0.77;0.12;0.5;0.51
LlaMa 3.1 70B;Hungary;Hungarian;48.84;50.94;22.7;636.5;622.0;0.0;0.0;0.66;0.69
LlaMa 3.1 70B;Iceland;Icelandic;50.0;50.0;84.06;436.0;436.0;0.0;0.0;0.68;0.68
LlaMa 3.1 70B;Ireland;Irish;50.0;50.0;62.84;984.5;984.5;0.04;0.04;0.68;0.68
LlaMa 3.1 70B;Ireland;English;51.39;94.61;62.84;327.0;55.5;0.12;0.0;0.5;0.54
LlaMa 3.1 70B;Italy;Italian;50.36;89.74;24.41;363.0;66.5;0.0;0.0;0.69;0.98
LlaMa 3.1 70B;Netherlands;Dutch;50.0;50.0;63.82;985.5;985.5;0.04;0.04;0.68;0.68
LlaMa 3.1 70B;Kosovo;Serbian;40.08;83.47;34.82;765.5;172.0;0.63;0.0;0.7;0.83
LlaMa 3.1 70B;Kosovo;Albanian;68.2;72.22;34.82;526.0;338.5;0.0;0.0;0.79;0.77
LlaMa 3.1 70B;Latvia;Latvian;50.0;50.0;25.74;685.5;685.5;0.0;0.0;0.66;0.66
LlaMa 3.1 70B;Liechtenstein;German;50.0;50.0;28.96;762.5;762.5;0.0;0.0;0.68;0.68
LlaMa 3.1 70B;Lithuania;Lithuanian;70.16;81.84;24.09;155.0;118.5;0.0;0.0;0.78;0.9
LlaMa 3.1 70B;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 70B;Luxembourg;German;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 70B;Luxembourg;French;27.8;80.94;68.41;198.0;486.0;0.0;0.1;0.74;0.59
LlaMa 3.1 70B;Malta;Maltese;35.8;58.8;88.83;171.5;490.0;0.0;0.0;0.84;0.61
LlaMa 3.1 70B;Malta;English;51.39;94.61;88.83;163.0;63.0;0.0;0.12;0.7;0.21
LlaMa 3.1 70B;Moldova;Romanian;56.64;81.62;38.41;606.5;143.5;0.02;0.0;0.67;0.75
LlaMa 3.1 70B;Monaco;French;27.8;80.94;13.7;300.0;97.0;0.01;0.0;0.45;1.03
LlaMa 3.1 70B;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;1342.0;0.96;0.96;0.66;0.66
LlaMa 3.1 70B;North Macedonia;Macedonian;40.18;80.38;29.26;699.5;229.5;0.31;0.0;0.66;0.89
LlaMa 3.1 70B;North Macedonia;Albanian;68.2;72.22;29.26;424.0;272.0;0.0;0.0;0.79;0.79
LlaMa 3.1 70B;Norway;Bokmål;77.48;77.71;68.6;331.0;599.0;0.29;0.41;0.56;0.62
LlaMa 3.1 70B;Poland;Polish;61.25;85.82;20.5;228.5;89.5;0.0;0.0;0.76;1.01
LlaMa 3.1 70B;Portugal;Portuguese;68.81;87.23;66.99;571.0;172.5;0.86;0.0;0.52;0.49
LlaMa 3.1 70B;Romania;Romanian;56.64;81.62;18.63;282.5;90.0;0.0;0.0;0.73;0.97
LlaMa 3.1 70B;Russia;Russian;70.45;84.67;2.0;0.0;0.0;0.0;0.0;0.94;1.13
LlaMa 3.1 70B;San Marino;Italian;50.36;89.74;14.97;281.0;14.0;0.0;0.0;0.74;1.05
LlaMa 3.1 70B;Serbia;Serbian;40.08;83.47;35.26;654.0;136.0;0.75;0.0;0.61;0.79
LlaMa 3.1 70B;Slovakia;Slovak;39.67;75.22;27.17;319.5;253.0;0.22;0.0;0.56;0.85
LlaMa 3.1 70B;Slovenia;Slovene;37.79;78.36;50.29;603.0;326.0;0.11;0.0;0.64;0.64
LlaMa 3.1 70B;Spain;Spanish;71.3;83.57;77.97;460.5;479.0;0.27;0.66;0.48;0.43
LlaMa 3.1 70B;Sweden;Swedish;77.73;78.59;66.07;291.5;411.5;0.11;0.11;0.53;0.61
LlaMa 3.1 70B;Switzerland;Italian;50.36;89.74;50.12;570.5;102.0;0.86;0.0;0.53;0.68
LlaMa 3.1 70B;Switzerland;German;50.0;50.0;50.12;1317.0;1317.0;0.85;0.85;0.68;0.68
LlaMa 3.1 70B;Switzerland;French;27.8;80.94;50.12;420.5;402.0;0.0;0.0;0.63;0.82
LlaMa 3.1 70B;Turkey;Turkish;33.49;87.07;4.75;84.0;10.0;0.0;0.0;0.48;1.14
LlaMa 3.1 70B;Ukraine;Ukrainian;43.93;81.14;18.76;463.0;137.5;0.0;0.0;0.69;0.99
LlaMa 3.1 70B;United Kingdom;English;51.39;94.61;45.65;569.5;60.0;0.38;0.0;0.63;0.76
DeepSeek-V3.2;Albania;Albanian;33.93;77.11;35.45;270.0;209.5;0.64;0.0;0.58;0.75
DeepSeek-V3.2;Andorra;Catalan;71.27;71.45;43.0;157.5;416.5;0.0;0.0;0.65;0.8
DeepSeek-V3.2;Armenia;Armenian;27.48;78.84;9.16;118.5;93.5;0.01;0.0;0.45;1.05
DeepSeek-V3.2;Austria;German;73.38;80.67;53.98;341.5;385.0;0.03;0.0;0.66;0.69
DeepSeek-V3.2;Azerbaijan;Azerbaijani;51.03;87.32;2.25;40.0;16.0;0.0;0.0;0.71;1.19
DeepSeek-V3.2;Belarus;Belarusian;20.77;76.97;10.16;184.5;87.0;0.14;0.0;0.42;0.98
DeepSeek-V3.2;Belarus;Russian;46.63;82.86;10.16;158.5;113.0;0.0;0.0;0.68;1.1
DeepSeek-V3.2;Belgium;Dutch;67.8;71.96;85.31;163.0;356.5;0.01;0.02;0.44;0.48
DeepSeek-V3.2;Belgium;German;73.38;80.67;85.31;174.5;324.0;0.04;0.25;0.42;0.36
DeepSeek-V3.2;Belgium;French;45.84;78.87;85.31;48.0;339.5;0.0;0.34;0.65;0.43
DeepSeek-V3.2;Bosnia & Herzegovina;Bosnian;67.95;80.46;39.63;99.5;176.5;0.0;0.0;0.54;0.72
DeepSeek-V3.2;Bosnia & Herzegovina;Serbian;43.38;77.31;39.63;181.5;216.0;0.86;0.0;0.38;0.7
DeepSeek-V3.2;Bosnia & Herzegovina;Croatian;65.67;78.97;39.63;83.0;242.5;0.0;0.0;0.49;0.74
DeepSeek-V3.2;Bulgaria;Bulgarian;47.71;75.05;21.26;143.5;98.0;0.0;0.0;0.57;0.82
DeepSeek-V3.2;Croatia;Croatian;65.67;78.97;49.14;154.0;328.0;0.01;0.0;0.48;0.67
DeepSeek-V3.2;Cyprus;Modern Greek;44.61;87.74;33.69;385.0;147.0;0.2;0.0;0.64;0.89
DeepSeek-V3.2;Cyprus;Greek;44.61;87.74;33.69;385.0;147.0;0.2;0.0;0.64;0.89
DeepSeek-V3.2;Cyprus;Turkish;26.87;82.7;33.69;316.0;229.0;0.43;0.0;0.57;0.89
DeepSeek-V3.2;Czechia;Czech;57.61;78.25;33.17;110.0;221.0;0.0;0.0;0.54;0.84
DeepSeek-V3.2;Denmark;Danish;52.57;74.23;80.1;62.5;449.5;0.0;0.22;0.52;0.47
DeepSeek-V3.2;Estonia;Estonian;58.71;81.82;45.91;410.5;259.0;0.16;0.0;0.69;0.75
DeepSeek-V3.2;Finland;Swedish;58.84;75.73;69.85;277.0;593.5;0.17;0.51;0.64;0.56
DeepSeek-V3.2;Finland;Finnish;60.19;79.36;69.85;317.0;514.0;0.21;0.33;0.58;0.56
DeepSeek-V3.2;France;French;45.84;78.87;61.38;138.0;399.5;0.05;0.03;0.5;0.68
DeepSeek-V3.2;Georgia;Georgian;36.72;73.89;11.88;42.5;65.0;0.0;0.0;0.43;0.91
DeepSeek-V3.2;Germany;German;73.38;80.67;69.1;352.5;489.5;0.6;0.1;0.41;0.51
DeepSeek-V3.2;Greece;Modern Greek;44.61;87.74;69.18;261.0;226.0;0.01;0.02;0.74;0.52
DeepSeek-V3.2;Greece;Greek;44.61;87.74;69.18;261.0;226.0;0.01;0.02;0.74;0.52
DeepSeek-V3.2;Hungary;Hungarian;54.5;77.62;22.7;210.0;97.0;0.0;0.0;0.66;0.82
DeepSeek-V3.2;Iceland;Icelandic;60.63;75.93;84.06;194.0;380.0;0.0;0.08;0.55;0.45
DeepSeek-V3.2;Ireland;Irish;25.87;85.78;62.84;207.5;421.0;0.0;0.0;0.72;0.58
DeepSeek-V3.2;Ireland;English;66.35;86.7;62.84;285.0;231.0;0.83;0.0;0.49;0.58
DeepSeek-V3.2;Italy;Italian;67.87;82.3;24.41;208.0;204.5;0.0;0.0;0.87;0.99
DeepSeek-V3.2;Netherlands;Dutch;67.8;71.96;63.82;429.0;520.5;0.6;0.26;0.55;0.62
DeepSeek-V3.2;Kosovo;Serbian;43.38;77.31;34.82;183.5;157.0;0.31;0.0;0.46;0.74
DeepSeek-V3.2;Kosovo;Albanian;33.93;77.11;34.82;298.5;216.5;0.79;0.0;0.57;0.78
DeepSeek-V3.2;Latvia;Latvian;46.43;86.25;25.74;301.5;125.0;0.01;0.0;0.59;0.96
DeepSeek-V3.2;Liechtenstein;German;73.38;80.67;28.96;229.5;283.5;0.0;0.0;0.84;0.94
DeepSeek-V3.2;Lithuania;Lithuanian;40.92;87.84;24.09;146.0;111.5;0.04;0.0;0.51;0.99
DeepSeek-V3.2;Luxembourg;Luxembourgish;82.91;84.14;68.41;225.0;326.5;0.03;0.03;0.43;0.52
DeepSeek-V3.2;Luxembourg;German;73.38;80.67;68.41;338.0;435.5;0.64;0.12;0.5;0.53
DeepSeek-V3.2;Luxembourg;French;45.84;78.87;68.41;111.5;445.5;0.0;0.14;0.53;0.6
DeepSeek-V3.2;Malta;Maltese;35.41;62.66;88.83;190.0;544.0;0.0;0.0;0.86;0.56
DeepSeek-V3.2;Malta;English;66.35;86.7;88.83;87.5;204.0;0.0;0.77;0.5;0.27
DeepSeek-V3.2;Moldova;Romanian;21.81;77.76;38.41;134.0;312.0;0.01;0.0;0.53;0.8
DeepSeek-V3.2;Monaco;French;45.84;78.87;13.7;84.5;147.5;0.0;0.0;0.62;1.04
DeepSeek-V3.2;Montenegro;Montenegrin;81.38;48.06;49.28;344.0;1258.0;0.0;0.61;0.66;0.68
DeepSeek-V3.2;North Macedonia;Macedonian;46.97;74.75;29.26;222.0;177.0;0.05;0.0;0.64;0.77
DeepSeek-V3.2;North Macedonia;Albanian;33.93;77.11;29.26;273.0;177.0;0.67;0.0;0.53;0.82
DeepSeek-V3.2;Norway;Bokmål;63.74;74.7;68.6;247.0;614.5;0.55;0.5;0.52;0.64
DeepSeek-V3.2;Poland;Polish;42.0;77.59;20.5;152.0;241.0;0.01;0.0;0.54;1.0
DeepSeek-V3.2;Portugal;Portuguese;62.44;84.12;66.99;181.0;260.0;0.43;0.02;0.42;0.54
DeepSeek-V3.2;Romania;Romanian;21.81;77.76;18.63;152.5;107.5;0.79;0.0;0.38;0.91
DeepSeek-V3.2;Russia;Russian;46.63;82.86;2.0;0.0;33.0;0.0;0.0;0.61;1.14
DeepSeek-V3.2;San Marino;Italian;67.87;82.3;14.97;107.5;109.0;0.0;0.0;0.86;1.03
DeepSeek-V3.2;Serbia;Serbian;43.38;77.31;35.26;125.0;156.0;0.31;0.0;0.41;0.72
DeepSeek-V3.2;Slovakia;Slovak;54.97;69.26;27.17;130.0;168.5;0.0;0.0;0.59;0.74
DeepSeek-V3.2;Slovenia;Slovene;68.2;81.84;50.29;405.5;253.0;0.04;0.0;0.79;0.72
DeepSeek-V3.2;Spain;Spanish;68.65;73.74;77.97;142.0;487.0;0.1;0.3;0.43;0.49
DeepSeek-V3.2;Sweden;Swedish;58.84;75.73;66.07;244.0;533.5;0.36;0.16;0.53;0.54
DeepSeek-V3.2;Switzerland;Italian;67.87;82.3;50.12;336.0;331.5;0.04;0.0;0.72;0.8
DeepSeek-V3.2;Switzerland;German;73.38;80.67;50.12;248.5;318.5;0.01;0.0;0.64;0.68
DeepSeek-V3.2;Switzerland;French;45.84;78.87;50.12;340.0;406.0;0.66;0.0;0.56;0.84
DeepSeek-V3.2;Turkey;Turkish;26.87;82.7;4.75;46.5;75.5;0.0;0.0;0.39;1.14
DeepSeek-V3.2;Ukraine;Ukrainian;19.29;84.12;18.76;246.0;144.0;0.97;0.0;0.44;1.05
DeepSeek-V3.2;United Kingdom;English;66.35;86.7;45.65;231.5;140.5;0.01;0.0;0.6;0.7
Sonnet 4.6;Albania;Albanian;31.59;80.11;35.45;342.5;135.0;0.51;0.0;0.62;0.75
Sonnet 4.6;Andorra;Catalan;60.46;82.1;43.0;195.5;289.5;0.03;0.0;0.62;0.87
Sonnet 4.6;Armenia;Armenian;16.98;63.52;9.16;100.5;172.0;0.16;0.0;0.3;0.86
Sonnet 4.6;Austria;German;39.5;83.16;53.98;302.5;242.0;0.06;0.0;0.61;0.68
Sonnet 4.6;Azerbaijan;Azerbaijani;13.42;77.47;2.25;16.0;9.5;0.0;0.0;0.2;1.04
Sonnet 4.6;Belarus;Belarusian;30.62;85.5;10.16;114.5;56.0;0.0;0.0;0.47;1.08
Sonnet 4.6;Belarus;Russian;36.08;81.28;10.16;137.5;42.5;0.0;0.0;0.53;1.02
Sonnet 4.6;Belgium;Dutch;39.89;84.09;85.31;16.0;186.5;0.0;0.71;0.66;0.3
Sonnet 4.6;Belgium;German;39.5;83.16;85.31;11.5;197.5;0.0;0.66;0.66;0.32
Sonnet 4.6;Belgium;French;26.21;80.45;85.31;7.0;291.5;0.0;0.51;0.83;0.41
Sonnet 4.6;Bosnia & Herzegovina;Bosnian;35.54;83.99;39.63;182.5;146.0;0.45;0.0;0.45;0.74
Sonnet 4.6;Bosnia & Herzegovina;Serbian;42.36;82.91;39.63;362.5;148.0;0.91;0.0;0.45;0.74
Sonnet 4.6;Bosnia & Herzegovina;Croatian;33.64;76.58;39.63;171.0;327.5;0.31;0.0;0.46;0.73
Sonnet 4.6;Bulgaria;Bulgarian;22.76;75.4;21.26;261.5;108.5;0.96;0.0;0.52;0.83
