Model;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Stance Statistics;Fact Pvalue;Stance Pvalue;Fact MAE;Stance MAE
LlaMa 3.2 3B;Malta;English;50.73;75.63;88.83;194.0;367.0;0.0;0.01;0.69;0.42
LlaMa 3.2 3B;Moldova;Romanian;20.6;65.6;38.41;327.5;496.0;0.01;0.0;0.54;0.69
LlaMa 3.2 3B;Monaco;French;0.16;51.35;13.7;6.0;351.0;0.01;0.0;0.19;0.69
LlaMa 3.2 3B;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;1342.0;0.96;0.96;0.66;0.66
LlaMa 3.2 3B;North Macedonia;Macedonian;17.2;56.18;29.26;956.0;630.5;0.45;0.0;0.51;0.71
LlaMa 3.2 3B;North Macedonia;Albanian;40.22;50.99;29.26;880.0;813.5;0.11;0.0;0.6;0.74
LlaMa 3.2 3B;Norway;Bokmål;2.38;53.72;68.6;6.0;921.5;0.0;0.02;0.93;0.68
LlaMa 3.2 3B;Poland;Polish;12.21;55.86;20.5;161.0;433.0;0.09;0.0;0.32;0.78
LlaMa 3.2 3B;Portugal;Portuguese;17.02;58.41;66.99;126.0;1107.5;0.0;0.25;0.86;0.65
LlaMa 3.2 3B;Romania;Romanian;36.13;68.09;18.63;307.0;224.5;0.01;0.0;0.51;0.84
LlaMa 3.2 3B;Russia;Russian;26.58;64.34;2.0;40.0;36.0;0.0;0.0;0.35;0.88
LlaMa 3.2 3B;San Marino;Italian;1.38;49.99;14.97;25.0;363.0;0.01;0.0;0.22;0.66
LlaMa 3.2 3B;Serbia;Serbian;42.77;54.26;35.26;1205.0;848.5;0.42;0.01;0.68;0.68
LlaMa 3.2 3B;Slovakia;Slovak;13.69;50.52;27.17;516.5;699.0;0.17;0.0;0.47;0.66
LlaMa 3.2 3B;Slovenia;Slovene;19.51;53.29;50.29;323.0;1196.5;0.0;0.51;0.72;0.66
LlaMa 3.2 3B;Spain;Spanish;16.37;53.41;77.97;27.0;631.5;0.0;0.0;0.88;0.65
LlaMa 3.2 3B;Sweden;Swedish;25.26;51.65;66.07;375.0;972.0;0.0;0.04;0.8;0.7
LlaMa 3.2 3B;Switzerland;Italian;5.91;51.87;50.12;51.5;1214.5;0.0;0.45;0.66;0.7
LlaMa 3.2 3B;Switzerland;German;50.0;50.0;50.12;1317.0;1317.0;0.85;0.85;0.68;0.68
LlaMa 3.2 3B;Switzerland;French;0.0;51.78;50.12;0.0;1224.5;0.0;0.62;0.69;0.68
LlaMa 3.2 3B;Turkey;Turkish;0.0;50.09;4.75;0.0;118.0;0.07;0.0;0.07;0.69
LlaMa 3.2 3B;Ukraine;Ukrainian;2.13;51.88;18.76;91.0;480.5;0.01;0.0;0.28;0.71
LlaMa 3.2 3B;United Kingdom;English;50.0;50.0;45.65;1194.5;1194.5;0.5;0.5;0.64;0.64
LlaMa 3.1 8B;Albania;Albanian;60.37;57.2;35.45;535.5;803.5;0.0;0.0;0.61;0.75
LlaMa 3.1 8B;Andorra;Catalan;40.77;64.72;43.0;849.0;772.5;0.63;0.01;0.61;0.74
LlaMa 3.1 8B;Armenia;Armenian;95.4;52.08;9.16;29.0;245.5;0.0;0.0;1.22;0.72
LlaMa 3.1 8B;Austria;German;50.0;50.0;53.98;1286.0;1286.0;0.72;0.72;0.68;0.68
LlaMa 3.1 8B;Azerbaijan;Azerbaijani;50.0;50.0;2.25;52.5;52.5;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belarus;Belarusian;24.89;51.84;10.16;307.0;208.5;0.0;0.0;0.32;0.68
LlaMa 3.1 8B;Belarus;Russian;26.34;60.47;10.16;240.0;142.0;0.0;0.0;0.37;0.78
LlaMa 3.1 8B;Belgium;Dutch;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belgium;German;50.0;50.0;85.31;337.0;337.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Belgium;French;21.73;58.95;85.31;73.0;547.0;0.0;0.0;0.93;0.62
LlaMa 3.1 8B;Bosnia & Herzegovina;Bosnian;13.57;61.14;39.63;277.5;695.0;0.0;0.0;0.58;0.63
LlaMa 3.1 8B;Bosnia & Herzegovina;Serbian;38.76;58.51;39.63;955.5;844.0;0.57;0.01;0.54;0.58
LlaMa 3.1 8B;Bosnia & Herzegovina;Croatian;41.78;67.25;39.63;680.0;648.0;0.59;0.0;0.44;0.67
LlaMa 3.1 8B;Bulgaria;Bulgarian;42.93;61.04;21.26;361.5;284.0;0.0;0.0;0.55;0.73
LlaMa 3.1 8B;Croatia;Croatian;48.5;67.31;49.14;846.0;744.5;0.94;0.02;0.61;0.71
LlaMa 3.1 8B;Cyprus;Modern Greek;93.62;66.13;33.69;45.0;546.5;0.0;0.0;0.88;0.78
LlaMa 3.1 8B;Cyprus;Greek;93.62;66.13;33.69;45.0;546.5;0.0;0.0;0.88;0.78
LlaMa 3.1 8B;Cyprus;Turkish;19.06;66.41;33.69;256.0;493.5;0.06;0.0;0.52;0.73
LlaMa 3.1 8B;Czechia;Czech;28.01;61.36;33.17;353.0;496.5;0.22;0.0;0.39;0.7
LlaMa 3.1 8B;Denmark;Danish;50.0;50.0;80.1;507.0;507.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Estonia;Estonian;32.73;59.53;45.91;781.5;912.5;0.06;0.04;0.67;0.67
LlaMa 3.1 8B;Finland;Swedish;83.23;58.5;69.85;234.0;866.5;0.05;0.04;0.43;0.63
LlaMa 3.1 8B;Finland;Finnish;45.77;52.49;69.85;453.0;837.5;0.0;0.01;0.61;0.65
LlaMa 3.1 8B;France;French;18.96;58.77;61.38;135.5;1218.0;0.0;0.73;0.73;0.73
LlaMa 3.1 8B;Georgia;Georgian;19.18;51.06;11.88;315.5;343.5;0.09;0.0;0.38;0.72
LlaMa 3.1 8B;Germany;German;50.0;50.0;69.1;822.0;822.0;0.0;0.0;0.63;0.63
LlaMa 3.1 8B;Greece;Modern Greek;93.76;64.67;69.18;120.0;856.5;0.0;0.4;0.46;0.58
LlaMa 3.1 8B;Greece;Greek;93.76;64.67;69.18;120.0;856.5;0.0;0.4;0.46;0.58
LlaMa 3.1 8B;Hungary;Hungarian;50.0;50.0;22.7;654.5;654.5;0.0;0.0;0.67;0.67
LlaMa 3.1 8B;Iceland;Icelandic;50.0;50.0;84.06;436.0;436.0;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Ireland;Irish;50.0;50.0;62.84;984.5;984.5;0.04;0.04;0.68;0.68
LlaMa 3.1 8B;Ireland;English;70.05;74.48;62.84;529.0;684.5;0.29;0.13;0.56;0.64
LlaMa 3.1 8B;Italy;Italian;72.83;75.91;24.41;292.5;209.5;0.0;0.0;0.9;0.88
LlaMa 3.1 8B;Netherlands;Dutch;50.0;50.0;63.82;985.5;985.5;0.04;0.04;0.68;0.68
LlaMa 3.1 8B;Kosovo;Serbian;45.05;65.01;34.82;976.5;639.5;0.17;0.0;0.66;0.78
LlaMa 3.1 8B;Kosovo;Albanian;64.28;57.7;34.82;429.5;731.5;0.0;0.0;0.67;0.67
LlaMa 3.1 8B;Latvia;Latvian;50.0;50.0;25.74;685.5;685.5;0.0;0.0;0.66;0.66
LlaMa 3.1 8B;Liechtenstein;German;50.0;50.0;28.96;762.5;762.5;0.0;0.0;0.68;0.68
LlaMa 3.1 8B;Lithuania;Lithuanian;55.89;65.97;24.09;354.5;309.0;0.0;0.0;0.68;0.76
LlaMa 3.1 8B;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 8B;Luxembourg;German;50.0;50.0;68.41;844.0;844.0;0.01;0.01;0.68;0.68
LlaMa 3.1 8B;Luxembourg;French;14.41;57.21;68.41;72.0;1019.5;0.0;0.14;0.8;0.71
LlaMa 3.1 8B;Malta;Maltese;17.73;51.18;88.83;42.5;287.5;0.0;0.0;1.03;0.67
LlaMa 3.1 8B;Malta;English;64.85;78.59;88.83;264.5;403.0;0.0;0.01;0.53;0.36
LlaMa 3.1 8B;Moldova;Romanian;47.98;73.95;38.41;855.5;407.0;0.3;0.0;0.74;0.76
LlaMa 3.1 8B;Monaco;French;11.81;57.01;13.7;186.0;258.5;0.7;0.0;0.28;0.75
LlaMa 3.1 8B;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;1342.0;0.96;0.96;0.66;0.66
LlaMa 3.1 8B;North Macedonia;Macedonian;50.75;68.97;29.26;617.0;421.0;0.0;0.0;0.67;0.76
LlaMa 3.1 8B;North Macedonia;Albanian;64.4;57.51;29.26;539.5;641.5;0.0;0.0;0.78;0.7
LlaMa 3.1 8B;Norway;Bokmål;47.97;65.2;68.6;592.0;1042.5;0.0;0.32;0.64;0.63
LlaMa 3.1 8B;Poland;Polish;47.27;72.5;20.5;328.5;210.0;0.0;0.0;0.61;0.87
LlaMa 3.1 8B;Portugal;Portuguese;56.05;75.58;66.99;443.5;844.0;0.09;0.35;0.54;0.57
LlaMa 3.1 8B;Romania;Romanian;65.56;75.1;18.63;268.0;154.5;0.0;0.0;0.84;0.89
LlaMa 3.1 8B;Russia;Russian;34.05;59.91;2.0;0.0;12.0;0.0;0.0;0.44;0.8
LlaMa 3.1 8B;San Marino;Italian;53.2;70.36;14.97;130.0;166.5;0.0;0.0;0.61;0.89
LlaMa 3.1 8B;Serbia;Serbian;45.73;61.42;35.26;864.5;678.5;0.17;0.0;0.66;0.7
LlaMa 3.1 8B;Slovakia;Slovak;4.6;48.94;27.17;104.0;762.0;0.0;0.0;0.39;0.68
LlaMa 3.1 8B;Slovenia;Slovene;31.12;59.17;50.29;458.0;1050.5;0.01;0.19;0.61;0.65
LlaMa 3.1 8B;Spain;Spanish;69.86;66.34;77.97;487.0;672.5;0.15;0.02;0.47;0.55
LlaMa 3.1 8B;Sweden;Swedish;84.95;67.22;66.07;237.5;960.0;0.0;0.91;0.48;0.62
LlaMa 3.1 8B;Switzerland;Italian;72.43;75.52;50.12;463.0;574.0;0.0;0.0;0.62;0.7
LlaMa 3.1 8B;Switzerland;German;50.0;50.0;50.12;1317.0;1317.0;0.85;0.85;0.68;0.68
LlaMa 3.1 8B;Switzerland;French;18.19;57.41;50.12;230.0;1072.0;0.0;0.17;0.66;0.71
LlaMa 3.1 8B;Turkey;Turkish;13.03;58.45;4.75;54.0;89.0;0.02;0.0;0.2;0.8
LlaMa 3.1 8B;Ukraine;Ukrainian;70.41;66.56;18.76;187.5;193.5;0.0;0.0;0.87;0.8
LlaMa 3.1 8B;United Kingdom;English;50.0;50.0;45.65;1194.5;1194.5;0.5;0.5;0.64;0.64
DeepSeek-V3.2;Albania;Albanian;15.86;75.71;35.45;139.5;204.5;0.01;0.0;0.54;0.72
DeepSeek-V3.2;Andorra;Catalan;71.93;73.3;43.0;149.5;447.5;0.0;0.0;0.66;0.86
DeepSeek-V3.2;Armenia;Armenian;11.29;76.64;9.16;58.0;152.5;0.6;0.0;0.23;1.05
DeepSeek-V3.2;Austria;German;73.0;78.72;53.98;308.0;429.0;0.03;0.0;0.63;0.67
DeepSeek-V3.2;Azerbaijan;Azerbaijani;8.66;74.33;2.25;24.5;23.0;0.02;0.0;0.15;1.01
DeepSeek-V3.2;Belarus;Belarusian;1.86;58.99;10.16;13.0;200.5;0.04;0.0;0.16;0.79
DeepSeek-V3.2;Belarus;Russian;10.26;63.64;10.16;84.0;125.5;0.95;0.0;0.21;0.83
DeepSeek-V3.2;Belgium;Dutch;72.02;75.15;85.31;155.0;361.0;0.04;0.05;0.44;0.43
DeepSeek-V3.2;Belgium;German;82.78;82.45;85.31;123.0;353.0;0.44;0.31;0.3;0.36
DeepSeek-V3.2;Belgium;French;64.76;76.02;85.31;102.0;363.0;0.0;0.12;0.44;0.46
DeepSeek-V3.2;Bosnia & Herzegovina;Bosnian;42.34;74.83;39.63;185.5;263.5;0.69;0.0;0.34;0.69
DeepSeek-V3.2;Bosnia & Herzegovina;Serbian;26.53;78.92;39.63;103.0;164.5;0.0;0.0;0.27;0.67
DeepSeek-V3.2;Bosnia & Herzegovina;Croatian;18.73;78.89;39.63;40.0;251.0;0.0;0.0;0.34;0.74
DeepSeek-V3.2;Bulgaria;Bulgarian;35.68;81.47;21.26;105.5;95.5;0.03;0.0;0.42;0.91
DeepSeek-V3.2;Croatia;Croatian;44.99;78.53;49.14;228.5;327.5;0.51;0.0;0.52;0.73
DeepSeek-V3.2;Cyprus;Modern Greek;33.13;83.71;33.69;408.5;201.5;0.98;0.0;0.64;0.87
DeepSeek-V3.2;Cyprus;Greek;33.13;83.71;33.69;408.5;201.5;0.98;0.0;0.64;0.87
DeepSeek-V3.2;Cyprus;Turkish;25.08;87.52;33.69;383.5;176.5;0.4;0.0;0.54;0.9
DeepSeek-V3.2;Czechia;Czech;35.4;76.73;33.17;399.0;289.0;0.88;0.0;0.58;0.86
DeepSeek-V3.2;Denmark;Danish;47.41;71.67;80.1;108.0;509.0;0.0;0.07;0.65;0.49
DeepSeek-V3.2;Estonia;Estonian;46.96;81.61;45.91;348.5;169.5;0.75;0.0;0.59;0.69
DeepSeek-V3.2;Finland;Swedish;55.67;66.01;69.85;202.0;844.5;0.1;0.6;0.63;0.65
DeepSeek-V3.2;Finland;Finnish;60.37;75.53;69.85;225.0;614.5;0.14;0.65;0.48;0.53
DeepSeek-V3.2;France;French;52.27;77.3;61.38;281.5;510.5;0.2;0.07;0.54;0.7
DeepSeek-V3.2;Georgia;Georgian;31.49;70.12;11.88;108.5;83.5;0.0;0.0;0.46;0.87
DeepSeek-V3.2;Germany;German;64.79;78.94;69.1;343.0;450.5;0.51;0.11;0.42;0.49
DeepSeek-V3.2;Greece;Modern Greek;29.95;87.86;69.18;123.0;257.5;0.0;0.02;0.73;0.5
DeepSeek-V3.2;Greece;Greek;29.95;87.86;69.18;123.0;257.5;0.0;0.02;0.73;0.5
DeepSeek-V3.2;Hungary;Hungarian;21.21;67.94;22.7;209.0;232.5;0.85;0.0;0.38;0.77
DeepSeek-V3.2;Iceland;Icelandic;74.78;88.73;84.06;166.0;405.5;0.07;0.75;0.38;0.36
DeepSeek-V3.2;Ireland;Irish;50.78;79.73;62.84;530.5;551.0;0.1;0.03;0.67;0.58
DeepSeek-V3.2;Ireland;English;72.22;87.23;62.84;189.5;322.5;0.16;0.0;0.45;0.58
DeepSeek-V3.2;Italy;Italian;47.78;86.75;24.41;224.5;117.0;0.0;0.0;0.59;0.96
DeepSeek-V3.2;Netherlands;Dutch;69.12;77.05;63.82;306.5;418.5;0.5;0.08;0.54;0.58
DeepSeek-V3.2;Kosovo;Serbian;22.82;76.01;34.82;203.0;153.5;0.07;0.0;0.47;0.71
DeepSeek-V3.2;Kosovo;Albanian;50.42;73.35;34.82;261.5;234.0;0.01;0.0;0.46;0.71
DeepSeek-V3.2;Latvia;Latvian;28.45;76.2;25.74;407.5;273.0;0.58;0.0;0.47;0.92
DeepSeek-V3.2;Liechtenstein;German;55.98;79.88;28.96;333.0;227.0;0.0;0.0;0.68;0.92
DeepSeek-V3.2;Lithuania;Lithuanian;37.31;82.73;24.09;182.5;104.5;0.08;0.0;0.53;0.9
DeepSeek-V3.2;Luxembourg;Luxembourgish;81.62;83.02;68.41;234.0;374.0;0.05;0.07;0.46;0.52
DeepSeek-V3.2;Luxembourg;German;78.6;81.56;68.41;181.5;394.0;0.12;0.07;0.4;0.5
DeepSeek-V3.2;Luxembourg;French;54.71;76.69;68.41;329.0;568.0;0.03;0.27;0.58;0.63
DeepSeek-V3.2;Malta;Maltese;31.93;60.06;88.83;137.0;505.5;0.0;0.0;0.88;0.61
DeepSeek-V3.2;Malta;English;84.21;82.31;88.83;107.0;283.0;0.34;0.14;0.26;0.3
DeepSeek-V3.2;Moldova;Romanian;4.13;73.45;38.41;23.0;406.5;0.0;0.0;0.55;0.8
DeepSeek-V3.2;Monaco;French;1.8;75.37;13.7;7.5;130.0;0.01;0.0;0.21;0.96
DeepSeek-V3.2;Montenegro;Montenegrin;75.93;46.7;49.28;635.0;1257.5;0.0;0.61;0.69;0.67
DeepSeek-V3.2;North Macedonia;Macedonian;28.76;73.09;29.26;156.5;200.0;0.87;0.0;0.37;0.76
DeepSeek-V3.2;North Macedonia;Albanian;49.39;70.54;29.26;163.0;219.5;0.0;0.0;0.45;0.75
DeepSeek-V3.2;Norway;Bokmål;62.35;69.84;68.6;282.0;741.0;0.42;0.99;0.58;0.71
DeepSeek-V3.2;Poland;Polish;27.68;77.08;20.5;204.5;221.0;0.26;0.0;0.4;0.98
DeepSeek-V3.2;Portugal;Portuguese;79.85;85.35;66.99;142.0;195.0;0.04;0.0;0.42;0.47
DeepSeek-V3.2;Romania;Romanian;15.28;76.75;18.63;125.0;92.5;0.47;0.0;0.35;0.88
DeepSeek-V3.2;Russia;Russian;14.61;60.99;2.0;11.0;21.5;0.02;0.0;0.22;0.82
DeepSeek-V3.2;San Marino;Italian;57.12;81.39;14.97;148.5;74.5;0.0;0.0;0.76;0.98
DeepSeek-V3.2;Serbia;Serbian;27.42;76.99;35.26;111.5;152.0;0.17;0.0;0.36;0.71
DeepSeek-V3.2;Slovakia;Slovak;28.19;59.72;27.17;280.0;379.0;0.99;0.0;0.44;0.72
DeepSeek-V3.2;Slovenia;Slovene;70.34;83.94;50.29;211.5;153.0;0.01;0.0;0.61;0.63
DeepSeek-V3.2;Spain;Spanish;76.87;75.78;77.97;212.5;486.0;0.68;0.41;0.44;0.52
DeepSeek-V3.2;Sweden;Swedish;60.51;80.92;66.07;181.5;320.0;0.44;0.02;0.48;0.54
DeepSeek-V3.2;Switzerland;Italian;75.59;86.27;50.12;271.0;215.5;0.01;0.0;0.74;0.77
DeepSeek-V3.2;Switzerland;German;64.9;77.67;50.12;270.5;329.5;0.06;0.0;0.52;0.69
DeepSeek-V3.2;Switzerland;French;50.02;76.0;50.12;553.5;512.0;0.72;0.0;0.63;0.86
DeepSeek-V3.2;Turkey;Turkish;17.53;79.04;4.75;25.5;38.5;0.01;0.0;0.26;1.06
DeepSeek-V3.2;Ukraine;Ukrainian;15.26;77.66;18.76;212.0;235.0;0.48;0.0;0.4;1.0
DeepSeek-V3.2;United Kingdom;English;59.66;84.81;45.65;304.0;159.5;0.04;0.0;0.52;0.68
Sonnet 4.6;Albania;Albanian;23.83;66.5;35.45;155.0;321.0;0.11;0.0;0.46;0.68
Sonnet 4.6;Andorra;Catalan;36.69;78.7;43.0;151.0;353.5;0.36;0.0;0.43;0.86
Sonnet 4.6;Armenia;Armenian;7.62;53.03;9.16;51.0;243.0;0.92;0.0;0.13;0.73
Sonnet 4.6;Austria;German;48.47;83.25;53.98;234.5;155.5;0.41;0.0;0.5;0.61
Sonnet 4.6;Azerbaijan;Azerbaijani;5.62;57.06;2.25;6.0;33.0;0.18;0.0;0.09;0.78
Sonnet 4.6;Belarus;Belarusian;8.7;50.03;10.16;35.0;275.0;0.75;0.0;0.18;0.73
Sonnet 4.6;Belarus;Russian;10.51;61.5;10.16;72.5;154.5;0.85;0.0;0.28;0.85
Sonnet 4.6;Belgium;Dutch;59.62;77.6;85.31;19.0;356.0;0.0;0.23;0.43;0.38
Sonnet 4.6;Belgium;German;68.65;88.78;85.31;40.0;134.5;0.01;0.45;0.34;0.22
Sonnet 4.6;Belgium;French;61.01;82.63;85.31;14.0;350.0;0.0;0.58;0.39;0.38
Sonnet 4.6;Bosnia & Herzegovina;Bosnian;11.63;75.11;39.63;28.0;196.5;0.0;0.0;0.44;0.66
Sonnet 4.6;Bosnia & Herzegovina;Serbian;19.98;76.11;39.63;26.0;136.5;0.0;0.0;0.33;0.63
Sonnet 4.6;Bosnia & Herzegovina;Croatian;18.93;73.01;39.63;38.0;234.0;0.0;0.0;0.36;0.64
Sonnet 4.6;Bulgaria;Bulgarian;11.67;66.09;21.26;83.0;148.0;0.09;0.0;0.36;0.74
Sonnet 4.6;Croatia;Croatian;32.06;74.36;49.14;52.5;494.5;0.01;0.0;0.42;0.75
Sonnet 4.6;Cyprus;Modern Greek;31.6;75.76;33.69;199.0;150.0;0.93;0.0;0.36;0.7
Sonnet 4.6;Cyprus;Greek;31.6;75.76;33.69;199.0;150.0;0.93;0.0;0.36;0.7
Sonnet 4.6;Cyprus;Turkish;22.28;83.8;33.69;91.0;95.5;0.09;0.0;0.37;0.79
Sonnet 4.6;Czechia;Czech;38.13;75.74;33.17;176.0;261.5;0.54;0.0;0.43;0.83
Sonnet 4.6;Denmark;Danish;47.49;82.21;80.1;16.5;368.5;0.0;0.98;0.49;0.41
Sonnet 4.6;Estonia;Estonian;34.65;82.28;45.91;101.0;217.0;0.1;0.0;0.36;0.71
Sonnet 4.6;Finland;Swedish;61.87;77.43;69.85;153.0;455.0;0.25;0.35;0.47;0.56
Sonnet 4.6;Finland;Finnish;56.1;80.12;69.85;125.5;398.5;0.08;0.12;0.46;0.54
Sonnet 4.6;France;French;53.84;79.62;61.38;88.0;460.0;0.21;0.04;0.34;0.68
Sonnet 4.6;Georgia;Georgian;17.27;74.05;11.88;78.0;46.0;0.31;0.0;0.28;0.9
Sonnet 4.6;Germany;German;48.39;85.54;69.1;122.0;244.0;0.0;0.01;0.48;0.46
Sonnet 4.6;Greece;Modern Greek;48.72;84.84;69.18;24.5;134.0;0.0;0.01;0.35;0.39
Sonnet 4.6;Greece;Greek;48.72;84.84;69.18;24.5;134.0;0.0;0.01;0.35;0.39
Sonnet 4.6;Hungary;Hungarian;11.81;52.07;22.7;21.5;208.5;0.03;0.0;0.27;0.57
Sonnet 4.6;Iceland;Icelandic;74.77;79.9;84.06;51.0;254.0;0.13;0.32;0.31;0.42
Sonnet 4.6;Ireland;Irish;48.52;84.12;62.84;182.0;253.5;0.05;0.0;0.53;0.58
Sonnet 4.6;Ireland;English;58.07;90.22;62.84;97.5;96.0;0.35;0.0;0.37;0.52
Sonnet 4.6;Italy;Italian;19.57;78.95;24.41;89.0;124.5;0.36;0.0;0.28;0.88
Sonnet 4.6;Netherlands;Dutch;53.44;78.31;63.82;120.0;383.0;0.16;0.06;0.44;0.58
Sonnet 4.6;Kosovo;Serbian;35.51;82.09;34.82;80.0;64.5;0.81;0.0;0.25;0.74
Sonnet 4.6;Kosovo;Albanian;28.88;69.0;34.82;154.0;201.0;0.4;0.0;0.42;0.64
Sonnet 4.6;Latvia;Latvian;18.51;65.66;25.74;53.5;218.5;0.16;0.0;0.27;0.74
Sonnet 4.6;Liechtenstein;German;33.65;82.64;28.96;77.0;132.0;0.47;0.0;0.33;0.88
Sonnet 4.6;Lithuania;Lithuanian;13.29;77.96;24.09;50.0;173.0;0.04;0.0;0.32;0.9
Sonnet 4.6;Luxembourg;Luxembourgish;80.23;86.02;68.41;46.0;188.0;0.05;0.01;0.3;0.45
Sonnet 4.6;Luxembourg;German;65.02;89.86;68.41;85.5;93.5;0.47;0.0;0.33;0.44
Sonnet 4.6;Luxembourg;French;56.66;80.26;68.41;77.0;373.0;0.06;0.1;0.38;0.59
Sonnet 4.6;Malta;Maltese;68.93;76.89;88.83;88.0;285.5;0.01;0.06;0.44;0.41
Sonnet 4.6;Malta;English;76.14;91.08;88.83;80.0;110.0;0.08;0.39;0.34;0.22
Sonnet 4.6;Moldova;Romanian;9.91;77.06;38.41;55.5;248.5;0.0;0.0;0.53;0.74
Sonnet 4.6;Monaco;French;6.62;79.15;13.7;45.0;142.5;0.23;0.0;0.27;1.04
Sonnet 4.6;Montenegro;Montenegrin;76.94;49.57;49.28;744.0;1326.5;0.0;0.9;0.66;0.66
Sonnet 4.6;North Macedonia;Macedonian;16.88;69.27;29.26;56.5;166.5;0.02;0.0;0.31;0.68
Sonnet 4.6;North Macedonia;Albanian;23.38;67.1;29.26;107.5;152.0;0.54;0.0;0.41;0.67
Sonnet 4.6;Norway;Bokmål;63.6;79.92;68.6;90.0;427.0;0.37;0.21;0.3;0.56
Sonnet 4.6;Poland;Polish;13.84;80.52;20.5;47.0;77.0;0.16;0.0;0.24;0.93
Sonnet 4.6;Portugal;Portuguese;65.44;85.96;66.99;134.0;145.0;0.9;0.0;0.34;0.47
Sonnet 4.6;Romania;Romanian;22.89;80.04;18.63;61.0;73.0;0.46;0.0;0.25;0.93
Sonnet 4.6;Russia;Russian;13.94;62.88;2.0;14.5;44.0;0.01;0.0;0.22;0.86
Sonnet 4.6;San Marino;Italian;34.47;76.22;14.97;52.0;25.5;0.0;0.0;0.39;0.88
Sonnet 4.6;Serbia;Serbian;28.14;73.74;35.26;35.0;126.0;0.09;0.0;0.24;0.65
Sonnet 4.6;Slovakia;Slovak;26.01;68.87;27.17;159.5;185.0;0.94;0.0;0.36;0.73
Sonnet 4.6;Slovenia;Slovene;35.61;78.63;50.29;39.0;186.5;0.02;0.0;0.29;0.61
Sonnet 4.6;Spain;Spanish;71.69;77.87;77.97;70.0;411.0;0.31;0.8;0.32;0.5
Sonnet 4.6;Sweden;Swedish;58.19;81.74;66.07;55.5;187.5;0.19;0.0;0.34;0.44
Sonnet 4.6;Switzerland;Italian;37.66;77.17;50.12;60.0;272.5;0.02;0.0;0.31;0.67
Sonnet 4.6;Switzerland;German;38.15;88.82;50.12;57.5;81.0;0.04;0.0;0.33;0.66
Sonnet 4.6;Switzerland;French;36.8;80.67;50.12;76.0;392.0;0.02;0.0;0.34;0.85
Sonnet 4.6;Turkey;Turkish;9.69;73.43;4.75;20.5;71.5;0.15;0.0;0.16;1.01
Sonnet 4.6;Ukraine;Ukrainian;11.55;74.95;18.76;68.5;238.5;0.17;0.0;0.31;0.96
Sonnet 4.6;United Kingdom;English;49.68;87.54;45.65;258.5;108.0;0.5;0.0;0.48;0.69
GPT 5.4;Albania;Albanian;45.84;81.8;35.45;181.0;104.0;0.12;0.0;0.4;0.76
GPT 5.4;Andorra;Catalan;72.79;79.17;43.0;202.5;402.5;0.0;0.0;0.62;0.91
GPT 5.4;Armenia;Armenian;27.22;85.42;9.16;115.0;77.0;0.0;0.0;0.39;1.13
GPT 5.4;Austria;German;65.7;88.29;53.98;362.0;149.0;0.18;0.0;0.61;0.67
GPT 5.4;Azerbaijan;Azerbaijani;8.78;93.43;2.25;31.0;0.0;0.01;0.0;0.15;1.25
GPT 5.4;Belarus;Belarusian;18.79;88.78;10.16;23.0;35.5;0.01;0.0;0.17;1.12
GPT 5.4;Belarus;Russian;21.86;94.73;10.16;61.0;40.5;0.01;0.0;0.26;1.21
GPT 5.4;Belgium;Dutch;71.36;78.22;85.31;75.0;302.5;0.01;0.22;0.3;0.38
GPT 5.4;Belgium;German;82.01;86.58;85.31;106.0;205.5;0.51;0.8;0.23;0.29
GPT 5.4;Belgium;French;70.49;77.75;85.31;80.0;359.5;0.02;0.25;0.34;0.46
GPT 5.4;Bosnia & Herzegovina;Bosnian;45.25;82.43;39.63;272.0;189.5;0.48;0.0;0.38;0.76
GPT 5.4;Bosnia & Herzegovina;Serbian;43.88;83.77;39.63;207.0;106.5;0.42;0.0;0.33;0.71
GPT 5.4;Bosnia & Herzegovina;Croatian;44.69;82.07;39.63;191.0;248.5;0.39;0.0;0.28;0.8
GPT 5.4;Bulgaria;Bulgarian;25.44;86.36;21.26;182.0;87.0;0.44;0.0;0.38;0.98
GPT 5.4;Croatia;Croatian;59.75;82.89;49.14;175.0;239.5;0.06;0.0;0.39;0.69
GPT 5.4;Cyprus;Modern Greek;48.31;91.78;33.69;271.5;93.0;0.02;0.0;0.51;0.93
GPT 5.4;Cyprus;Greek;48.31;91.78;33.69;271.5;93.0;0.02;0.0;0.51;0.93
GPT 5.4;Cyprus;Turkish;25.17;83.06;33.69;251.0;189.0;0.2;0.0;0.39;0.87
GPT 5.4;Czechia;Czech;45.96;79.41;33.17;252.5;193.0;0.05;0.0;0.44;0.84
